question_ID,worker_ID,answer
0,11,Al Pacino
0,8,Al Pacino
0,21,Al Pacino
0,13,Al Pacino
0,12,Al Pacino
0,17,Al Pacino
0,10,Al Pacino
1,12,Alan Rickman
1,21,Alan Rickman
1,13,Alan Rickman
1,20,Balthazar Getty
1,16,Chuck Norris
2,8,Jessica Alba
2,16,Jessica Alba
2,12,Jessica Alba
2,21,Jessica Alba
2,17,Jessica Alba
3,20,Nicolas Cage
3,8,Michael McDonald
3,13,Nicolas Cage
4,20,Robbie Amell
4,8,Alan Cumming
4,21,Alan Cumming
4,12,Alan Cumming
4,0,Paul Reubens
4,7,Alan Cumming
5,16,Gwen Stefani
5,21,Gwen Stefani
5,20,Gwen Stefani
5,12,Gwen Stefani
6,8,Jason Biggs
6,20,Adam Sandler
6,15,Jason Biggs
6,16,Jason Biggs
7,3,Sandra Bullock
7,20,Sandra Bullock
7,8,Sandra Bullock
7,21,Sandra Bullock
7,9,Sandra Bullock
8,21,Tim Allen
8,13,Chuck Norris
8,15,Tim Allen
8,8,Tim Allen
8,20,Chris Martin
9,21,Javier Bardem
9,14,Javier Bardem
9,15,Javier Bardem
9,12,Javier Bardem
9,20,Robert Downey Jr
9,7,Javier Bardem
10,20,Ginnifer Goodwin
10,21,Jennifer Morrison
10,12,Katie Holmes
11,11,Liv Taler
11,12,Anne Hathaway
11,20,Anne Hathaway
11,21,Krysten Ritter
12,14,Bob Saget
12,21,Bob Saget
12,12,Bob Saget
12,15,Bob Saget
12,8,Bob Saget
12,17,Bob Saget
13,21,Isla Fisher
13,14,Isla Fisher
13,20,Gwyneth Paltrow
13,8,Isla Fisher
13,12,Isla Fisher
14,20,Kenny G
14,8,Kenny G
14,19,Kenny G
15,16,Samuel L Jackson
15,15,Kofi Anan
15,13,Morgan Freeman
15,20,Morgan Freeman
15,12,Kofi Anan
16,20,Zach Braff
16,8,Alan Cumming
16,12,Alan Cumming
17,20,Sofia Vergara's
17,16,Zoë Saldana
17,21,Thandie Newton
17,15,Thandie Newton
18,21,Robert Redford
18,20,Brad Pitt
18,8,Robert Redford
18,13,Brad Pitt
18,16,Robert Redford
19,12,Kim Kardashian
19,20,Kim Kardashian
19,3,Kim Kardashian
19,16,Nicole Scherzinger
19,8,Roselyn Sanchez
20,21,Lauren Conrad
21,13,Hugh Jackman
21,14,Hugh Jackman
21,21,Hugh Jackman
21,15,Hugh Jackman
21,3,Hugh Jackman
22,20,Bob Odenkirk
22,16,Richard Lewis
22,15,Richard Lewis
22,21,Richard Lewis
22,14,Richard Lewis
22,19,Richard Lewis
23,20,Daisy Ridley
23,16,Keira Knightley
23,13,Keira Knightley
23,8,Keira Knightley
24,7,David Naughton
24,19,David Naughton
24,0,Paul McCartney
25,18,Tom Green
25,17,Tom Green
25,6,Tom Green
25,5,Tom Green
25,19,Tom Green
26,19,Arielle Kebbel
26,7,Arielle Kebbel
26,0,Arielle Kebbel
26,18,Jessica Alba
26,14,Jessica Alba
27,5,Nicolas Cage
27,19,Nicolas Cage
27,7,Nicolas Cage
27,2,Nicolas Cage
27,9,Nicolas Cage
28,5,Alan Cumming
28,17,Robbie Amell
28,19,Paul Reubens
29,17,Brittany Murphy
29,4,Brittany Murphy
29,2,Gwen Stefani
29,0,Brittany Murphy
29,19,Brittany Murphy
29,13,Jessica Simpson
30,0,Adam Sandler
30,6,Adam Sandler
30,4,Adam Sandler
30,17,Adam Sandler
30,7,Adam Sandler
30,3,Adam Sandler
31,19,Rosalyn Sanchez
31,4,Sandra Bullock
31,18,Rosalyn Sanchez
31,6,Sandra Bullock
31,14,Sandra Bullock
32,10,Chuck Norris
32,19,Chuck Norris
32,1,Chuck Norris
32,5,Chuck Norris
32,0,Chuck Norris
33,18,Jeffrey Dean Morgan
33,5,Gerard Butler
33,9,Jeffrey Dean Morgan
33,4,Jeffrey Dean Morgan
34,0,Ginnifer Goodwin
34,19,Ginnifer Goodwin
34,6,Ginnifer Goodwin
34,5,Kirsten Dunst
34,7,Jennifer Morrison
34,13,Kirsten Dunst
35,2,Anne Hathaway
35,6,Anne Hathaway
35,9,Anne Hathaway
35,17,Anne Hathaway
35,4,Anne Hathaway
35,13,Anne Hathaway
36,0,Stephen Colbert
36,7,Stephen Colbert
36,5,Stephen Colbert
36,4,Stephen Colbert
37,9,Amy Adams
37,19,Amy Adams
37,0,Isabelle Carre
37,5,Amy Adams
37,4,Amy Adams
38,0,Weird Al. Hair
38,6,Weird Al. Hair
38,5,Henry Cavill
38,7,Weird Al. Hair
38,13,Weird Al. Hair
39,10,Morgan Freeman
39,1,Morgan Freeman
39,19,Morgan Freeman
39,2,Morgan Freeman
39,9,Morgan Freeman
40,0,Pee Wee Herman
40,17,Pee Wee Herman
40,6,Pee Wee Herman
40,19,Pee Wee Herman
40,7,Alan Cumming
41,19,Zoë Saldana
41,4,Zoë Saldana
41,6,Zoë Saldana
41,0,Zoë Saldana
41,18,Zoë Saldana
42,4,Brad Pitt
42,6,Brad Pitt
42,18,Brad Pitt
42,2,Brad Pitt
42,19,Brad Pitt
43,17,Kim Kardashian
43,10,Jennifer Lopez
43,9,Kim Kardashian
43,1,Kim Kardashian
43,7,Roselyn Sanchez
44,18,Carmen Electra
44,5,Lauren Conrad
44,19,Carmen Electra
44,9,Carmen Electra
44,0,Carmen Electra
44,12,Carmen Electra
44,20,Kirstie Alley
45,1,Clint Eastwood
45,10,Clint Eastwood
45,5,Clint Eastwood
45,19,Clint Eastwood
45,17,Clint Eastwood
46,7,Jon Stewart
46,4,Jon Stewart
46,6,Jon Stewart
46,5,Jon Stewart
47,9,Natalie Portman
47,18,Natalie Portman
47,6,Natalie Portman
47,17,Natalie Portman
47,2,Natalie Portman
47,12,Natalie Portman
