question_ID,worker_ID,answer
0,89,Se mi lasci ti cancello
0,17,Skate Kitchen
0,2,Skate Kitchen
0,16,Skate Kitchen
0,110,Skate Kitchen
1,79,Beautiful Boy
1,24,Beautiful Boy
1,107,Beautiful Boy
1,2,Beautiful Boy
1,60,Beautiful Boy
2,63,Puppet Master: The Littlest Reich
2,29,Puppet Master: The Littlest Reich
2,42,Puppet Master: The Littlest Reich
2,107,Puppet Master: The Littlest Reich
2,79,Puppet Master: The Littlest Reich
3,107,Smallfoot
3,16,Smallfoot
3,60,Smallfoot
3,110,Smallfoot
3,79,Smallfoot
4,43,Upgrade
4,17,Upgrade
4,30,Upgrade
4,49,Upgrade
4,92,Upgrade
5,43,Sink or Swim
5,42,Sink or Swim
5,94,Sink or Swim
5,3,Sink or Swim
5,78,Sink or Swim
6,94,"Love, Simon"
6,107,"Love, Simon"
6,25,"Love, Simon"
6,3,"Love, Simon"
6,92,"Love, Simon"
7,92,Crowhurst
7,25,Crowhurst
7,27,Crowhurst
7,93,The Mercy
7,22,Crowhurst
8,81,Rough Night
8,42,Rough Night
8,59,Girls Trip
8,92,Rough Night
8,47,Rough Night
9,81,Darkest Hour
9,71,Darkest Hour
9,65,Darkest Hour
9,104,Darkest Hour
9,59,Darkest Hour
10,59,Churchill
10,81,Churchill
10,89,Churchill
10,71,Churchill
10,103,Churchill
11,102,Anthropoid
11,71,Anthropoid
11,87,Anthropoid
11,92,Anthropoid
11,2,Anthropoid
12,104,The Jungle Book
12,78,Mowgli: Legend of the Jungle
12,27,The Jungle Book
12,55,The Jungle Book
12,25,The Jungle Book
13,36,Batman v Superman: Dawn of Justice
13,63,Batman v Superman: Dawn of Justice
13,24,Batman v Superman: Dawn of Justice
13,43,Batman v Superman: Dawn of Justice
13,42,Batman v Superman: Dawn of Justice
14,104,Zootopia
14,42,Zootopia
14,14,Zootopia
14,24,Zootopia
14,23,Zootopia
15,36,Captain Fantastic
15,78,Captain Fantastic
15,24,Captain Fantastic
15,16,Captain Fantastic
15,14,Captain Fantastic
16,29,Christine
16,93,Kate Plays Christine
16,58,Christine
16,42,Christine
16,2,Christine
17,47,Other People
17,14,Other People
17,27,Other People
17,93,Other People
17,78,Other People
18,43,Coming Through the Rye
18,71,Coming Through the Rye
18,78,Coming Through the Rye
18,58,Coming Through the Rye
18,93,Rebel in the Rye
19,87,Freaks of Nature
19,47,Freaks of Nature
19,107,Freaks of Nature
19,16,Freaks of Nature
19,85,Freaks of Nature
20,4,Spectre
20,83,Spectre
20,24,Spectre
20,65,Spectre
20,55,Spectre
21,17,The Martian
21,83,The Martian
21,107,The Martian
21,104,The Martian
21,2,The Martian
22,65,Marguerite
22,36,Marguerite
22,62,Marguerite
22,17,Marguerite
22,83,Marguerite
23,55,The Beauty Inside
23,47,The Beauty Inside
23,3,The Beauty Inside
23,97,The Beauty Inside
23,24,The Beauty Inside
24,24,Moonwalkers
24,7,Moonwalkers
24,100,Moonwalkers
24,105,Moonwalkers
24,70,Moonwalkers
25,108,Labyrinth of Lies
25,87,Labyrinth of Lies
25,22,Labyrinth of Lies
25,100,Labyrinth of Lies
25,3,Labyrinth of Lies
26,87,Unfriended
26,62,Unfriended
26,74,Unfriended
26,70,Unfriended
26,22,Friend Request
27,108,This Is Where I Leave You
27,22,This Is Where I Leave You
27,70,This Is Where I Leave You
27,105,This Is Where I Leave You
27,18,August: Osage County
28,39,Life After Beth
28,83,Life After Beth
28,63,Life After Beth
28,108,Life After Beth
28,92,Life After Beth
