question_ID,worker_ID,answer
0,125,Artichokes
0,119,Artichokes
0,59,Artichokes
0,85,Artichokes
0,68,Artichokes
1,85,Dates
1,98,Prunes
1,119,Prunes
1,103,Dates
1,36,Dates
2,84,Momos
2,1,Ravioli
2,105,Momos
2,83,Momos
2,121,Ravioli
3,84,Muffin
3,36,Muffin
3,103,Muffin
3,119,Muffin
3,87,Cupcake
4,1,Nectarines
4,46,Peaches
4,26,Nectarines
4,84,Nectarines
4,14,Apple
5,2,Pancake
5,12,Pancake
5,108,Pancake
5,36,Pancake
5,119,Pancake
6,24,Pea
6,15,Soybeans
6,26,Soybeans
6,80,Chickpeas
6,95,Soybeans
7,45,Noodles
7,2,Spaghetti
7,24,Spaghetti
7,84,Spaghetti
7,102,Spaghetti
8,81,Sweet Potatoes
8,101,Yams
8,97,Sweet Potatoes
8,67,Sweet Potatoes
8,108,Sweet Potatoes
9,22,Zucchini
9,75,Cucumber
9,38,Zucchini
9,63,Cucumber
9,9,Cucumber
10,121,Cardoons
10,28,Artichokes
10,52,Cardoons
10,111,Artichokes
10,112,Artichokes
11,86,Prunes
11,53,Prunes
11,45,Prunes
11,75,Prunes
11,1,Prunes
12,111,Ravioli
12,50,Ravioli
12,63,Ravioli
12,92,Ravioli
12,28,Momos
13,37,Cupcake
13,115,Cupcake
13,121,Cupcake
13,111,Cupcake
13,28,Muffin
14,10,Peaches
14,128,Peaches
14,112,Apricot
14,28,Apricot
14,30,Nectarines
15,22,Crêpe
15,124,Crêpe
15,118,Pancake
15,104,Pancake
15,44,Crêpe
16,5,Soybeans
16,121,Nut
16,30,Nut
16,63,Soybeans
16,2,Chickpeas
17,63,Spaghetti
17,104,Spaghetti
17,24,Noodles
17,5,Noodles
17,14,Spaghetti
18,52,Sweet Potatoes
18,118,Yams
18,28,Sweet Potatoes
18,115,Yams
18,58,Sweet Potatoes
19,63,Cucumber
19,126,Cucumber
19,41,Cucumber
19,82,Cucumber
19,34,Zucchini
20,69,Artichokes
20,54,Artichokes
20,32,Artichokes
20,11,Artichokes
20,70,Artichokes
21,84,Prunes
21,78,Prunes
21,116,Dates
21,73,Dates
21,77,Dates
22,94,Momos
22,123,Momos
22,65,Ravioli
22,91,Momos
22,31,Momos
23,117,Cupcake
23,51,Muffin
23,64,Muffin
23,17,Cupcake
23,94,Twinkies
24,57,Peaches
24,76,Nectarines
24,56,Apple
24,48,Peaches
24,49,Apple
25,72,Pancake
25,32,Pancake
25,93,Pancake
25,60,Pancake
25,70,Crêpe
26,131,Soybeans
26,43,Soybeans
26,19,Soybeans
26,130,Soybeans
26,0,Chickpeas
27,78,Spaghetti
27,77,Spaghetti
27,84,Spaghetti
27,116,Spaghetti
27,62,Spaghetti
28,66,Sweet Potatoes
28,90,Yams
28,42,Sweet Potatoes
28,7,Sweet Potatoes
28,79,Sweet Potatoes
29,65,Zucchini
29,130,Zucchini
29,40,Zucchini
29,33,Zucchini
29,129,Zucchini
30,93,Baklava
30,16,Baklava
30,11,Baklava
30,72,Baklava
30,23,Baklava
31,120,Olives
31,69,Olives
31,11,Olives
31,109,Olives
31,6,Olives
32,72,Paella
32,94,Paella
32,21,Barbecue ribs
32,55,Paella
32,120,Paella
33,91,Steak
33,42,Steak
33,78,Steak
33,18,Steak
33,35,Steak
34,94,Cardoons
34,51,Cardoons
34,117,Artichokes
34,33,Cardoons
34,17,Artichokes
35,47,Prunes
35,106,Prunes
35,13,Prunes
35,73,Prunes
35,61,Prunes
36,131,Ravioli
36,94,Ravioli
36,94,Ravioli
36,40,Ravioli
36,123,Ravioli
37,57,Cupcake
37,48,Muffin
37,5,Cupcake
37,49,Cupcake
37,61,Cupcake
38,70,Peaches
38,99,Nectarines
38,3,Nectarines
38,16,Apricot
38,20,Peaches
39,89,Pancake
39,61,Pancake
39,47,Pancake
39,71,Pancake
39,110,Crêpe
40,49,Soybeans
40,61,Pea
40,5,Chickpeas
40,57,Chickpeas
40,56,Chickpeas
41,32,Spaghetti
41,23,Spaghetti
41,93,Spaghetti
41,55,Noodles
41,60,Noodles
42,69,Yams
42,11,Yams
42,60,Yams
42,93,Yams
42,54,Yams
43,74,Cucumber
43,35,Cucumber
43,78,Cucumber
43,91,Cucumber
43,18,Cucumber
44,113,Eggplant
44,6,Eggplant
44,109,Eggplant
44,43,Eggplant
44,127,Eggplant
45,11,Lasagna
45,120,Lasagna
45,127,Lasagna
45,90,Lasagna
45,79,Lasagna
46,120,Onion
46,106,Onion
46,47,Onion
46,66,Onion
46,13,Onion
47,19,Buffalo wings
47,11,Baklava
47,43,Burgers
47,127,Chips
47,5,Baklava
48,31,Cardoons
48,122,Artichokes
48,29,Cardoons
48,65,Fig
48,71,Artichokes
49,29,Prunes
49,65,Dates
49,110,Dates
49,96,Prunes
49,47,Fennel
50,33,Momos
50,94,Momos
50,55,Momos
50,93,Ravioli
50,21,Ravioli
51,65,Muffin
51,27,Muffin
51,48,Muffin
51,66,Muffin
51,0,Muffin
52,84,Nectarines
52,48,Peaches
52,57,Peaches
52,56,Peaches
52,78,Peaches
53,65,Pancake
53,94,Pancake
53,16,Pancake
53,13,Pancake
53,123,Crêpe
54,117,Chickpeas
54,7,Soybeans
54,84,Soybeans
54,8,Chickpeas
54,51,Chickpeas
55,94,Spaghetti
55,13,Spaghetti
55,20,Spaghetti
55,16,Spaghetti
55,131,Spaghetti
56,99,Sweet Potatoes
56,3,Sweet Potatoes
56,65,Sweet Potatoes
56,114,Yams
56,16,Sweet Potatoes
57,69,Cucumber
57,40,Zucchini
57,47,Zucchini
57,66,Zucchini
57,99,Zucchini
58,61,Baklava
58,73,Baklava
58,21,Baklava
58,18,Baklava
58,120,Baklava
59,8,Olives
59,114,Olives
59,3,Olives
59,20,Olives
59,16,Olives
60,29,Paella
60,110,Paella
60,65,Paella
60,61,Paella
60,31,Paella
61,70,Steak
61,25,Steak
61,73,Steak
61,77,Steak
61,18,Steak
62,100,Cardoons
62,88,Artichokes
62,47,Artichokes
62,4,Artichokes
62,48,Artichokes
63,116,Prunes
63,11,Prunes
63,93,Prunes
63,13,Prunes
63,72,Prunes
64,33,Ravioli
64,94,Ravioli
64,91,Ravioli
64,60,Ravioli
64,55,Ravioli
65,91,Cupcake
65,54,Cupcake
65,72,Muffin
65,60,Cupcake
65,70,Cupcake
66,106,Peaches
66,18,Peaches
66,39,Peaches
66,21,Peaches
66,13,Peaches
67,4,Pancake
67,91,Crêpe
67,69,Pancake
67,107,Pancake
67,88,Pancake
68,66,Soybeans
68,107,Nut
68,7,Soybeans
68,42,Chickpeas
68,35,Chickpeas
69,78,Spaghetti
69,35,Spaghetti
69,73,Noodles
69,77,Noodles
69,25,Spaghetti
70,11,Yams
70,60,Yams
70,35,Yams
70,93,Yams
70,13,Yams
71,35,Cucumber
71,60,Cucumber
71,93,Cucumber
71,72,Cucumber
71,129,Cucumber
72,7,Eggplant
72,69,Eggplant
72,40,Eggplant
72,99,Eggplant
72,72,Eggplant
73,99,Lasagna
73,33,Lasagna
73,102,Lasagna
73,8,Lasagna
73,114,Lasagna
74,19,Fennel
74,0,Onion
74,129,Onion
74,43,Onion
74,40,Fennel
75,84,Chips
75,64,Barbecue ribs
75,7,Chips
75,33,Chips
75,94,Baklava
