question_ID,worker_ID,answer
0,25,Artichokes
0,103,Artichokes
0,108,Fig
0,86,Artichokes
0,12,Artichokes
1,82,Dates
1,12,Dates
1,34,Dates
1,103,Dates
2,106,Momos
2,65,Momos
2,34,Momos
2,27,Momos
2,124,Ravioli
2,32,Momos
3,122,Muffin
3,97,Muffin
3,0,Muffin
4,47,Peaches
4,127,Peaches
4,37,Peaches
4,38,Peaches
4,85,Nectarines
5,25,Crêpe
5,18,Crêpe
5,122,Pancake
5,3,Crêpe
5,60,Crêpe
6,38,Soybeans
6,105,Peanut
6,23,Pea
6,100,Soybeans
6,60,Nut
6,50,Soybeans
7,1,Spaghetti
7,25,Spaghetti
7,69,Spaghetti
7,39,Spaghetti
7,85,Spaghetti
8,47,Sweet Potatoes
8,105,Sweet Potatoes
8,94,Dates
8,27,Sweet Potatoes
8,34,Sweet Potatoes
9,35,Zucchini
9,61,Cucumber
9,61,Cucumber
9,10,Cucumber
10,9,Artichokes
10,83,Artichokes
10,35,Artichokes
10,118,Cardoons
11,27,Dates
11,130,Prunes
11,117,Prunes
11,51,Prunes
11,87,Prunes
11,99,Prunes
11,30,Prunes
12,9,Ravioli
12,25,Momos
12,54,Ravioli
12,113,Key lime pie
12,37,Ravioli
12,40,Ravioli
13,27,Muffin
13,0,Muffin
13,35,Cupcake
13,83,Cupcake
13,133,Muffin
14,51,Peaches
14,27,Apricot
14,60,Apricot
14,7,Peaches
14,0,Peaches
15,45,Crêpe
15,117,Pancake
15,106,Pancake
15,34,Pancake
15,23,Pancake
16,23,Chickpeas
16,93,Chickpeas
16,21,Chickpeas
16,118,Chickpeas
16,121,Chickpeas
17,103,Noodles
17,53,Spaghetti
17,133,Spaghetti
17,23,Noodles
17,17,Spaghetti
18,77,Sweet Potatoes
18,13,Sweet Potatoes
18,107,Yams
18,88,Sweet Potatoes
19,128,Cucumber
19,29,Cucumber
19,41,Cucumber
19,116,Cucumber
19,46,Cucumber
20,92,Artichokes
20,131,Artichokes
20,31,Artichokes
20,8,Artichokes
20,62,Artichokes
21,79,Dates
21,5,Dates
21,85,Prunes
21,33,Dates
21,16,Prunes
22,30,Momos
22,92,Momos
22,11,Momos
22,96,Momos
23,66,Muffin
23,24,Muffin
23,32,Muffin
23,15,Cupcake
23,6,Muffin
24,80,Apple
24,3,Peaches
24,50,Apple
24,49,Peaches
24,78,Nectarines
25,92,Pancake
25,31,Pancake
25,8,Pancake
25,62,Pancake
25,55,Pancake
26,44,Soybeans
26,40,Soybeans
26,68,Soybeans
26,134,Soybeans
26,135,Soybeans
26,66,Soybeans
27,64,Spaghetti
27,5,Spaghetti
27,75,Spaghetti
27,119,Spaghetti
27,101,Spaghetti
28,81,Sweet Potatoes
28,43,Sweet Potatoes
28,68,Sweet Potatoes
28,76,Sweet Potatoes
29,134,Zucchini
29,49,Zucchini
29,135,Zucchini
29,26,Zucchini
29,40,Zucchini
29,98,Zucchini
30,33,Baklava
30,95,Baklava
30,74,Baklava
30,22,Baklava
30,20,Baklava
30,8,Baklava
31,3,Olives
31,129,Olives
31,4,Olives
31,123,Olives
31,8,Olives
32,62,Paella
32,74,Paella
32,95,Paella
32,96,Paella
32,123,Paella
33,68,Steak
33,33,Steak
33,110,Steak
33,92,Steak
33,80,Steak
34,52,Cardoons
34,120,Artichokes
34,15,Artichokes
34,132,Artichokes
34,6,Cardoons
35,109,Prunes
35,105,Prunes
35,132,Prunes
35,63,Prunes
35,75,Prunes
36,135,Ravioli
36,40,Ravioli
36,19,Ravioli
36,20,Ravioli
36,67,Ravioli
