question_ID,worker_ID,answer
0,14,Artichokes
0,104,Artichokes
0,118,Artichokes
0,80,Artichokes
0,26,Artichokes
1,129,Dates
1,26,Dates
1,104,Dates
2,118,Momos
2,23,Ravioli
2,13,Momos
2,93,Momos
3,84,Cupcake
3,26,Cupcake
3,47,Cupcake
3,79,Cupcake
3,54,Muffin
4,79,Apple
4,104,Nectarines
4,36,Peaches
4,64,Apple
5,77,Pancake
5,10,Pancake
5,28,Pancake
5,80,Pancake
5,81,Pancake
5,104,Pancake
6,103,Peanut
6,19,Peanut
6,80,Soybeans
6,37,Soybeans
6,102,Soybeans
6,14,Soybeans
7,63,Spaghetti
7,81,Spaghetti
7,14,Spaghetti
7,69,Spaghetti
8,94,Sweet Potatoes
8,80,Sweet Potatoes
8,121,Yams
8,28,Sweet Potatoes
8,96,Sweet Potatoes
8,72,Sweet Potatoes
8,59,Sweet Potatoes
9,11,Cucumber
9,63,Cucumber
9,28,Zucchini
9,54,Cucumber
10,126,Artichokes
10,53,Avocado
10,100,Cardoons
10,121,Cardoons
10,113,Cardoons
11,121,Prunes
11,1,Prunes
11,78,Prunes
11,110,Dates
11,26,Prunes
11,98,Prunes
11,28,Dates
12,36,Ravioli
12,45,Ravioli
12,47,Ravioli
12,83,Ravioli
12,126,Ravioli
12,1,Ravioli
13,78,Cupcake
13,1,Muffin
13,130,Cupcake
13,126,Cupcake
13,105,Cupcake
14,59,Peaches
14,128,Peaches
14,126,Peaches
14,121,Peaches
14,105,Peaches
14,98,Peaches
15,93,Pancake
15,47,Crêpe
15,35,Crêpe
15,28,Crêpe
16,18,Chickpeas
16,23,Chickpeas
16,13,Chickpeas
16,90,Chickpeas
17,115,Spaghetti
17,104,Spaghetti
17,8,Spaghetti
17,35,Noodles
17,124,Spaghetti
17,2,Spaghetti
18,124,Yams
18,114,Yams
18,4,Yams
19,56,Cucumber
19,83,Cucumber
19,30,Cucumber
19,105,Zucchini
19,59,Cucumber
19,2,Cucumber
20,9,Artichokes
20,32,Artichokes
20,55,Artichokes
20,91,Artichokes
20,48,Artichokes
21,74,Dates
21,58,Dates
21,70,Dates
21,34,Dates
21,97,Prunes
22,92,Momos
22,21,Ravioli
22,82,Momos
22,61,Ravioli
22,89,Momos
23,7,Muffin
23,60,Muffin
23,46,Muffin
23,24,Muffin
24,39,Apricot
24,73,Nectarines
24,75,Apple
24,4,Peaches
25,55,Pancake
25,9,Pancake
25,66,Crêpe
25,65,Crêpe
25,91,Pancake
26,82,Soybeans
26,27,Soybeans
26,131,Soybeans
26,40,Soybeans
26,62,Soybeans
27,6,Spaghetti
27,70,Spaghetti
27,75,Spaghetti
27,80,Spaghetti
27,74,Spaghetti
28,6,Sweet Potatoes
28,106,Sweet Potatoes
28,75,Sweet Potatoes
28,71,Sweet Potatoes
28,31,Sweet Potatoes
29,62,Zucchini
29,131,Zucchini
29,82,Zucchini
29,61,Zucchini
29,43,Zucchini
29,62,Zucchini
30,15,Baklava
30,32,Baklava
30,34,Baklava
30,20,Baklava
30,12,Baklava
31,9,Olives
31,119,Olives
31,5,Olives
31,127,Olives
31,87,Olives
32,49,Paella
32,22,Paella
32,68,Paella
32,33,Paella
32,20,Barbecue ribs
33,62,Steak
33,116,Steak
33,17,Steak
33,6,Steak
33,34,Steak
34,60,Cardoons
34,117,Artichokes
34,7,Cardoons
34,46,Cardoons
34,24,Cardoons
35,70,Prunes
35,38,Prunes
35,42,Prunes
35,57,Prunes
35,119,Prunes
36,61,Ravioli
36,120,Ravioli
36,21,Ravioli
36,92,Ravioli
36,92,Ravioli
37,52,Cupcake
37,75,Cupcake
37,50,Cupcake
37,4,Cupcake
37,57,Cupcake
37,122,Cupcake
38,99,Nectarines
38,88,Peaches
38,25,Peaches
38,7,Peaches
38,41,Peaches
38,125,Peaches
39,67,Pancake
39,42,Pancake
39,95,Pancake
39,120,Pancake
39,29,Crêpe
40,75,Chickpeas
40,44,Soybeans
40,43,Pea
40,80,Chickpeas
40,4,Chickpeas
41,55,Noodles
41,68,Spaghetti
41,91,Spaghetti
41,20,Spaghetti
41,119,Spaghetti
42,55,Yams
42,91,Yams
42,51,Yams
42,89,Yams
42,65,Yams
43,17,Cucumber
43,75,Cucumber
43,116,Cucumber
43,34,Cucumber
44,65,Eggplant
44,111,Eggplant
44,40,Eggplant
44,9,Eggplant
44,127,Eggplant
45,87,Lasagna
45,76,Lasagna
45,5,Paella
45,108,Lasagna
45,65,Lasagna
46,57,Onion
46,103,Onion
46,38,Onion
46,42,Onion
46,12,Onion
47,111,Buffalo wings
47,4,Baklava
47,127,Chips
47,108,Burgers
47,119,Buffalo wings
48,67,Artichokes
48,122,Artichokes
48,61,Fig
48,120,Cardoons
49,109,Dates
49,42,Fennel
49,29,Prunes
49,61,Dates
49,95,Prunes
50,33,Momos
50,89,Momos
51,21,Cupcake
51,43,Muffin
51,33,Muffin
51,27,Muffin
51,61,Muffin
51,91,Muffin
52,43,Peaches
52,75,Peaches
52,39,Apricot
52,73,Nectarines
52,125,Peaches
52,119,Peaches
53,123,Crêpe
53,92,Pancake
53,61,Pancake
53,120,Pancake
53,17,Pancake
54,117,Chickpeas
54,80,Soybeans
54,16,Chickpeas
54,60,Soybeans
54,6,Soybeans
55,120,Spaghetti
55,20,Spaghetti
55,15,Spaghetti
55,82,Spaghetti
55,21,Spaghetti
55,97,Spaghetti
55,66,Spaghetti
56,88,Sweet Potatoes
56,7,Sweet Potatoes
56,103,Sweet Potatoes
56,107,Sweet Potatoes
56,32,Sweet Potatoes
57,3,Zucchini
57,85,Zucchini
57,21,Zucchini
57,42,Zucchini
57,62,Zucchini
58,70,Baklava
58,41,Baklava
58,12,Baklava
58,20,Baklava
58,119,Baklava
59,15,Olives
59,99,Raisin
59,25,Olives
59,7,Olives
59,41,Olives
60,86,Paella
60,87,Paella
60,109,Paella
60,57,Paella
60,120,Paella
61,75,Steak
61,34,Steak
61,58,Steak
61,70,Steak
61,17,Steak
62,65,Cardoons
62,99,Cardoons
62,62,Artichokes
62,21,Cardoons
62,3,Artichokes
62,38,Artichokes
63,9,Prunes
63,34,Prunes
63,91,Prunes
63,15,Prunes
63,20,Prunes
64,119,Ravioli
64,49,Ravioli
64,20,Ravioli
64,89,Ravioli
64,91,Ravioli
64,32,Ravioli
64,92,Momos
64,68,Ravioli
65,66,Cupcake
65,89,Cupcake
65,9,Cupcake
65,51,Cupcake
66,41,Peaches
66,57,Peaches
66,17,Peaches
66,103,Peaches
67,99,Crêpe
67,89,Crêpe
67,65,Pancake
67,101,Pancake
67,106,Pancake
68,71,Chickpeas
68,6,Soybeans
68,87,Chickpeas
68,116,Pea
68,34,Chickpeas
69,74,Noodles
69,70,Noodles
69,58,Noodles
70,131,Yams
70,15,Yams
70,12,Yams
70,20,Sweet Potatoes
70,41,Yams
71,20,Cucumber
71,32,Cucumber
71,131,Cucumber
71,55,Cucumber
71,12,Cucumber
72,106,Eggplant
72,89,Eggplant
72,68,Eggplant
72,99,Eggplant
72,101,Eggplant
73,112,Lasagna
73,7,Lasagna
73,41,Lasagna
73,61,Lasagna
73,33,Lasagna
74,21,Fennel
74,82,Onion
74,0,Onion
74,40,Onion
74,132,Fennel
75,7,Barbecue ribs
75,6,Chips
75,24,Chips
75,117,Chips
75,16,Chips
