question_ID,worker_ID,answer
0,65,Belgium
0,67,Belgium
0,97,Belgium
0,34,Belgium
0,157,Belgium
1,88,Costa rica
1,52,Costa rica
1,97,Costa rica
1,107,Costa rica
1,157,Costa rica
2,146,Denmark
2,3,Denmark
2,65,Denmark
2,147,Denmark
2,129,Denmark
3,2,Haiti
3,52,Haiti
3,3,Haiti
3,167,Haiti
3,107,Haiti
4,157,Hungary
4,40,Hungary
4,55,Hungary
4,31,Hungary
4,53,Hungary
5,24,Swaziland
5,125,Indonesia
5,15,Indonesia
5,53,Monaco
5,109,Indonesia
6,157,Ivory coast
6,109,Ireland
6,31,Ireland
6,94,Ireland
6,14,Ireland
7,31,Moldova
7,94,Romania
7,33,Romania
7,47,Moldova
7,40,Romania
8,133,New zealand
8,89,Australia
8,167,New zealand
8,34,New zealand
8,109,New zealand
9,180,Norway
9,167,Norway
9,16,Norway
9,157,Norway
9,89,Norway
10,35,Paraguay
10,156,Paraguay
10,16,Paraguay
10,180,Paraguay
10,129,Paraguay
11,67,Senegal
11,89,Mali
11,122,Senegal
11,119,Senegal
11,35,Senegal
12,61,Slovenia
12,59,Slovenia
12,58,Slovenia
12,174,Slovenia
12,148,Slovenia
13,54,Azerbaijan
13,40,Azerbaijan
13,122,Azerbaijan
13,129,Azerbaijan
13,67,Azerbaijan
14,148,Malta
14,169,Malta
14,67,Malta
14,47,Malta
14,59,Malta
15,174,Bosnia and herzegowina
15,51,Latvia
15,59,Latvia
15,61,Latvia
15,93,Latvia
16,26,Mexico
16,105,Mexico
16,104,Mexico
16,41,Mexico
16,123,Mexico
17,21,Brazil
17,11,Brazil
17,146,Brazil
17,34,Brazil
17,8,Brazil
18,34,Kazakhstan
18,105,Kazakhstan
18,167,Kazakhstan
18,11,Kazakhstan
18,123,Kazakhstan
19,114,Usa
19,123,Usa
19,178,Usa
19,3,Usa
19,147,Usa
20,154,Gibraltar
20,120,Greenland
20,45,Greenland
20,52,Greenland
20,4,Greenland
21,88,Israel
21,32,Israel
21,18,Israel
21,19,Israel
21,59,Israel
22,84,Aruba
22,27,Aruba
22,3,Aruba
22,45,Aruba
22,126,Aruba
23,88,Guatemala
23,120,Guatemala
23,164,Guatemala
23,0,Guatemala
23,45,Guatemala
24,43,Egypt
24,31,Egypt
24,137,Egypt
24,63,Egypt
24,173,Egypt
25,108,Bolivia
25,123,Bolivia
25,63,Bolivia
25,173,Bolivia
25,137,Bolivia
26,58,Nigeria
26,76,Nigeria
26,31,Nigeria
26,128,Nigeria
26,172,Nigeria
27,107,Colombia
27,173,Colombia
27,123,Colombia
27,0,Colombia
27,24,Colombia
28,17,Korea
28,93,Korea
28,153,Korea
28,154,Korea
28,14,Korea
29,104,Armenia
29,21,Armenia
29,4,Armenia
29,147,Armenia
29,175,Armenia
30,53,Germany
30,74,Germany
30,149,Germany
30,9,Germany
30,94,Germany
31,166,Thailand
31,9,Thailand
31,137,Thailand
31,3,Thailand
31,53,Thailand
32,94,Switzerland
32,162,Switzerland
32,75,Switzerland
32,33,Switzerland
32,9,Switzerland
33,33,Liechtenstein
33,70,Liechtenstein
33,53,Liechtenstein
33,153,Liechtenstein
33,75,Liechtenstein
34,149,Italy
34,10,Italy
34,95,Italy
34,118,Italy
34,112,Italy
35,176,Monaco
35,100,Indonesia
35,153,Monaco
35,134,Monaco
35,172,Monaco
36,3,Ivory coast
36,94,Ireland
36,116,Ivory coast
36,153,Ivory coast
36,112,Ireland
37,153,Romania
37,94,Romania
37,132,Romania
37,3,Romania
37,12,Romania
38,172,Australia
38,151,New zealand
38,170,Australia
38,177,Australia
38,116,New zealand
39,62,Iceland
39,170,Iceland
39,149,Iceland
39,46,Iceland
39,113,Iceland
40,62,Croatia
40,41,Croatia
40,147,Croatia
40,138,Croatia
40,170,Croatia
41,161,Mali
41,149,Senegal
41,74,Senegal
41,60,Mali
41,42,Mali
42,66,Russia
42,142,Russia
42,54,Russia
42,98,Russia
42,74,Russia
43,74,Greece
43,66,Greece
43,77,Greece
43,25,Greece
43,50,Greece
44,54,United kingdom
44,25,United kingdom
44,150,United kingdom
44,7,United kingdom
44,86,United kingdom
45,86,India
45,99,India
45,25,India
45,94,India
45,7,India
46,126,Canada
46,104,Canada
46,3,Canada
46,98,Canada
46,112,Canada
47,77,Cuba
47,3,Cuba
47,87,Cuba
47,30,Cuba
47,106,Cuba
48,98,Turkey
48,3,Turkey
48,112,Turkey
48,91,Turkey
48,104,Turkey
49,98,Maldives
